Cleaned_Review,Sentiment
anonymous sep used iphone iphone specific bought gold white one switch moreiphones since gs bluetooth probably isnt friend asking iphone definitely might asking nfc,Negative
thought needed using phone barely week damn worth money burning hand im surfing online tsk sold itthank goodness im using edge plus yeah hype true enough apple,Positive
anond sep sometime embarassing android using friend ask bluetooth picturesqmorei think research settling phone choice personally admire iphone come second really need smartphone someone uses phone time wants things windows pc ie flexibility without restrictions case maybe samsung android gs dont miss pc leave home travel numerous stuff offers usb otghost doc copy usb printingwifi printing excus bluetooth cant afford ipadmac book etc share information multimediascreen size manipulation pc connection convenience without monopoly seen apple products multi window function example watch video whatsapp time,Positive
anonymous sep u google fix lollipop problem mb cant fix without using wifi omorejust switch iphone switch bypass mb limitif want lollipop available vendor carrier gon na rootbut guess iphone never know google nickpick iphones,Negative
vicky sep hello guys would like buy apple iphone gold till android user morei problem like urs choices samsung note edge iphone,Positive
got phone august th review love sure may really noticible changes,Positive
ive used two months really wondering annoyed phone became number one reviews readit shouldnt expensive mediocre output nothing grand,Negative
anonymous sep android cant even update os wt hell gb tablet say qualify lmorego talk trashy android somewhere else,Negative
anonymous sep android cant even update os wt hell gb tablet say qualify lmoreu google fix lollipop problem mb cant fix without using wifi wifi hotspot people dont wifi world,Negative
anonymous sep mb download limit app store cellular data wt hell unlimited data pacmoreon android cant even update os wt hell gb tablet say qualify lollipop ios better,Negative
